ID,Answer
12537,4
22537,4
32537,3
42537,3
52537,4
62537,3
72537,1
82537,1
92537,4
102537,1
112537,2
122537,1
132537,1
142537,4
152537,2
162537,3
172537,2
182537,3
192537,3
202537,2
212537,3
222537,3
232537,4
242537,1
252537,1
262537,2
272537,2
282537,1
292537,4
302537,3
312537,3
322537,1
332537,4
342537,1
352537,2
362537,1
372537,4
382537,1
392537,3
402537,3
412537,4
422537,4
432537,4
442537,3
452537,1
462537,2
472537,1
482537,2
492537,1
502537,1
512537,1
522537,2
532537,1
542537,1
552537,3
562537,4
572537,2
582537,1
592537,2
602537,3
612537,1
622537,1
632537,4
642537,1
652537,1
662537,1
672537,4
682537,1
692537,2
702537,3
712537,2
722537,4
732537,3
742537,4
752537,4
762537,3
772537,2
782537,4
792537,3
802537,4
812537,1
822537,1
832537,4
842537,4
852537,4
862537,4
872537,1
882537,1
892537,4
902537,2
912537,1
922537,3
932537,1
942537,4
952537,3
962537,2
972537,2
982537,4
992537,4
1002537,2
1012537,1
1022537,1
1032537,1
1042537,2
1052537,4
1062537,4
1072537,1
1082537,2
1092537,4
1102537,4
1112537,1
1122537,1
1132537,4
1142537,4
1152537,2
1162537,4
1172537,2
1182537,1
1192537,4
1202537,1
1212537,1
1222537,2
1232537,1
1242537,3
1252537,3
1262537,1
1272537,4
1282537,3
1292537,4
1302537,1
1312537,4
1322537,1
1332537,4
1342537,2
1352537,4
1362537,4
1372537,1
1382537,2
1392537,1
1402537,1
1412537,1
1422537,3
1432537,2
1442537,1
1452537,4
1462537,2
1472537,1
1482537,2
1492537,4
1502537,2
1512537,3
1522537,3
1532537,2
1542537,4
1552537,3
1562537,2
1572537,1
1582537,3
1592537,4
1602537,4
1612537,1
1622537,4
1632537,4
1642537,4
1652537,1
1662537,3
1672537,3
1682537,2
1692537,1
1702537,4
1712537,1
1722537,4
1732537,4
1742537,1
1752537,2
1762537,4
1772537,4
1782537,4
1792537,3
1802537,4
1812537,1
1822537,4
1832537,1
1842537,2
1852537,3
1862537,1
1872537,1
1882537,3
1892537,4
1902537,4
1912537,2
1922537,1
1932537,1
1942537,4
1952537,1
1962537,4
1972537,4
1982537,2
1992537,2
2002537,2
2012537,2
2022537,1
2032537,4
2042537,1
2052537,3
2062537,4
2072537,2
2082537,2
2092537,4
2102537,4
2112537,4
2122537,3
2132537,4
2142537,3
2152537,3
2162537,1
2172537,3
2182537,1
2192537,4
2202537,3
2212537,4
2222537,4
2232537,4
2242537,1
2252537,1
2262537,3
2272537,1
2282537,2
2292537,4
2302537,1
2312537,4
2322537,2
2332537,4
2342537,4
2352537,1
2362537,4
2372537,1
2382537,4
2392537,4
2402537,1
2412537,1
