ID,Answer
12537,1
22537,1
32537,1
42537,1
52537,1
62537,1
72537,1
82537,1
92537,2
102537,4
112537,2
122537,1
132537,1
142537,1
152537,2
162537,1
172537,2
182537,3
192537,4
202537,2
212537,1
222537,1
232537,1
242537,1
252537,1
262537,2
272537,1
282537,1
292537,1
302537,1
312537,1
322537,2
332537,2
342537,1
352537,1
362537,1
372537,1
382537,1
392537,1
402537,1
412537,1
422537,1
432537,1
442537,1
452537,1
462537,2
472537,1
482537,1
492537,1
502537,1
512537,1
522537,2
532537,1
542537,1
552537,1
562537,1
572537,1
582537,1
592537,1
602537,1
612537,3
622537,4
632537,1
642537,1
652537,1
662537,1
672537,1
682537,1
692537,1
702537,1
712537,1
722537,1
732537,1
742537,1
752537,4
762537,1
772537,1
782537,1
792537,1
802537,1
812537,1
822537,1
832537,1
842537,4
852537,1
862537,1
872537,1
882537,1
892537,4
902537,2
912537,1
922537,1
932537,2
942537,1
952537,3
962537,1
972537,1
982537,4
992537,1
1002537,1
1012537,4
1022537,1
1032537,1
1042537,1
1052537,1
1062537,1
1072537,1
1082537,1
1092537,1
1102537,1
1112537,1
1122537,1
1132537,4
1142537,1
1152537,1
1162537,1
1172537,1
1182537,1
1192537,4
1202537,1
1212537,4
1222537,1
1232537,1
1242537,1
1252537,1
1262537,1
1272537,1
1282537,3
1292537,4
1302537,1
1312537,1
1322537,1
1332537,1
1342537,1
1352537,1
1362537,1
1372537,1
1382537,1
1392537,1
1402537,1
1412537,1
1422537,1
1432537,2
1442537,1
1452537,1
1462537,1
1472537,1
1482537,1
1492537,1
1502537,1
1512537,1
1522537,1
1532537,1
1542537,1
1552537,1
1562537,2
1572537,1
1582537,3
1592537,1
1602537,1
1612537,1
1622537,4
1632537,2
1642537,1
1652537,1
1662537,1
1672537,1
1682537,1
1692537,1
1702537,1
1712537,1
1722537,1
1732537,1
1742537,1
1752537,1
1762537,1
1772537,1
1782537,1
1792537,1
1802537,1
1812537,1
1822537,1
1832537,1
1842537,1
1852537,1
1862537,1
1872537,1
1882537,4
1892537,1
1902537,1
1912537,1
1922537,1
1932537,1
1942537,1
1952537,4
1962537,1
1972537,1
1982537,2
1992537,1
2002537,2
2012537,1
2022537,1
2032537,1
2042537,3
2052537,1
2062537,1
2072537,1
2082537,1
2092537,1
2102537,1
2112537,4
2122537,1
2132537,4
2142537,1
2152537,3
2162537,2
2172537,3
2182537,3
2192537,1
2202537,1
2212537,1
2222537,1
2232537,2
2242537,2
2252537,1
2262537,1
2272537,1
2282537,1
2292537,1
2302537,1
2312537,1
2322537,1
2332537,1
2342537,1
2352537,1
2362537,1
2372537,1
2382537,3
2392537,1
2402537,1
2412537,1
2422537,1
2432537,1
2442537,1
2452537,1
2462537,1
2472537,1
2482537,1
2492537,4
2502537,1
2512537,1
2522537,1
2532537,1
2542537,3
2552537,1
2562537,1
2572537,2
2582537,4
2592537,1
2602537,2
2612537,1
2622537,1
2632537,1
2642537,1
2652537,2
2662537,1
2672537,1
2682537,1
2692537,1
2702537,1
2712537,4
2722537,1
2732537,1
2742537,2
2752537,1
2762537,1
2772537,1
2782537,1
2792537,1
2802537,1
